iter	Logloss
190	0.2232779254
191	0.2228023459
192	0.2227882631
193	0.222707026
194	0.2226026066
195	0.2224911286
196	0.2224418779
197	0.2222224064
198	0.2221771627
199	0.2220389161
200	0.2219672807
201	0.2218479717
202	0.2217736339
203	0.2217190588
204	0.2216880786
205	0.2216684861
206	0.2215806625
207	0.2214579518
208	0.2214232712
209	0.2213615355
210	0.2211946655
211	0.2211819481
212	0.2211033023
213	0.221053044
214	0.2209940646
215	0.2206170806
216	0.2206077858
217	0.2205519364
218	0.2203393268
219	0.2203306475
220	0.2201424341
221	0.2201310051
222	0.2201125653
223	0.2199800777
224	0.2198960443
225	0.2197928323
226	0.2197430336
227	0.2197178026
228	0.2196702069
229	0.2196330372
230	0.2196231624
231	0.2195981084
232	0.2195043744
233	0.2194929952
234	0.2194075923
235	0.219298985
236	0.2192801644
237	0.2192687165
238	0.2192502727
239	0.2191321541
240	0.2191198719
241	0.2191119379
242	0.2190815494
243	0.2187889213
244	0.2187505885
245	0.2187129791
246	0.2186514645
247	0.2186426376
248	0.2185300646
249	0.2184962862
250	0.2183668734
251	0.2183494014
252	0.2182820031
253	0.2182252094
254	0.2182161283
255	0.2180693479
256	0.2180296453
257	0.2180019371
258	0.2178658556
259	0.2178418751
260	0.2178160957
261	0.2177064965
262	0.2176757321
263	0.2176396325
264	0.2174088111
265	0.2173058106
266	0.2172412677
267	0.2172146423
268	0.2171930843
269	0.2171170039
270	0.2170633343
271	0.2170450963
272	0.2169944529
273	0.2169128286
274	0.216805484
275	0.216795707
276	0.2167676825
277	0.2167175407
278	0.2166328172
279	0.216610689
280	0.2166030558
281	0.2165442497
282	0.2164932321
283	0.2164705612
284	0.2164384111
285	0.2164146644
286	0.2162659972
287	0.2161265073
288	0.2161123158
289	0.2160531889
290	0.2159839435
291	0.2158225725
292	0.2158050821
293	0.215739156
294	0.2157248442
295	0.2157037102
296	0.2155921824
297	0.2155340369
298	0.215461433
299	0.2152327347
300	0.2152203515
301	0.2151854506
302	0.2150343097
303	0.2150146735
304	0.2149629408
305	0.2148052641
306	0.2146619485
307	0.2146063007
308	0.2145589909
309	0.2144813264
310	0.2144731783
311	0.214251018
312	0.2141485633
313	0.2140543845
314	0.2140456991
315	0.2139836858
316	0.2139589664
317	0.2139345274
318	0.2138007322
319	0.213619159
320	0.2135379879
321	0.2135260405
322	0.2134684902
323	0.2133964632
324	0.2133758769
325	0.2133060633
326	0.2131749827
327	0.2130374116
328	0.2130257089
329	0.2129326795
330	0.2128063125
331	0.2127644507
332	0.2127097025
333	0.2125088182
334	0.2124575555
335	0.212382909
336	0.2122748642
337	0.2121857702
338	0.2121753022
339	0.2121582326
340	0.2119724156
341	0.2119505773
342	0.2119405782
343	0.2117843289
344	0.2117733499
345	0.2117155939
346	0.2116377517
347	0.2115600709
348	0.2115269525
349	0.2115221729
350	0.2113767678
351	0.2113083494
352	0.2112522102
353	0.211139097
354	0.2111292652
355	0.2110709382
356	0.2108853161
357	0.2108439014
358	0.2106680528
359	0.2105759285
360	0.2103855241
361	0.2102188643
362	0.2101749591
363	0.2101269597
364	0.2100279673
365	0.2099626295
366	0.2097898883
367	0.2096579095
368	0.2096454546
369	0.2096346379
370	0.2095691232
371	0.2094847019
372	0.2094374112
373	0.2093451515
374	0.2092764174
375	0.209161809
376	0.2091397479
377	0.2090372551
378	0.2089335131
379	0.2089212243
380	0.2088789467
381	0.2088717052
382	0.2088343919
383	0.2088156782
384	0.2086705467
385	0.2086101872
386	0.20859919
387	0.2085825106
388	0.2085112325
389	0.208441849
390	0.2083487806
391	0.2083338112
392	0.2082031868
393	0.2080224012
394	0.2080147736
395	0.2079704371
396	0.2079445676
397	0.2078571088
398	0.2078297091
399	0.2078118489
400	0.2077587626
401	0.2077514577
402	0.207652127
403	0.2074805329
404	0.2074708142
405	0.2074646482
406	0.2074572608
407	0.2073844909
408	0.2073036359
409	0.2072503344
410	0.2071529898
411	0.20714464
412	0.2070174011
413	0.2070023854
414	0.2069794852
415	0.2067926531
416	0.20670221
417	0.2066699137
418	0.2065478818
419	0.2064862185
420	0.2064326163
421	0.2063675503
422	0.2063093054
423	0.2062245137
424	0.2061335905
425	0.2060763089
426	0.2060337629
427	0.2059882298
428	0.2059007111
429	0.2058603046
430	0.2058566358
431	0.2056690941
432	0.205649578
433	0.2056347165
434	0.2056304319
435	0.2055685666
436	0.2055638655
437	0.2055405898
438	0.2054661514
439	0.2054586603
440	0.2052480156
441	0.205134324
442	0.2050464456
443	0.204974902
444	0.2049090516
445	0.2048357124
446	0.2047925337
447	0.2047451298
448	0.2046637854
449	0.2045979301
450	0.2045588995
451	0.2043708951
452	0.2042883919
453	0.2041894661
454	0.204071211
455	0.2039231137
456	0.2038563204
457	0.2036922076
458	0.2036796494
459	0.203653882
460	0.2034826753
461	0.203477838
462	0.2034653948
463	0.2034155129
464	0.2032785181
465	0.2032337726
466	0.2031448653
467	0.2030652093
468	0.2030273391
469	0.2030109875
470	0.202957185
471	0.2029205965
472	0.2028555442
473	0.2027359544
474	0.2027135054
475	0.202676811
476	0.2026262863
477	0.2025645756
478	0.202496662
479	0.2024387029
480	0.2024343553
481	0.2023599403
482	0.2023546714
483	0.2022596916
484	0.2022503132
485	0.2021585348
486	0.2020590814
487	0.2019453788
488	0.2018361869
489	0.2018228634
490	0.2018008765
491	0.2017600621
492	0.2017014118
493	0.2016536137
494	0.2014698778
495	0.2013157549
496	0.2011573273
497	0.2011278383
498	0.2010969935
499	0.2010833236
500	0.2010160257
501	0.2009038177
502	0.2008925104
503	0.2007161471
504	0.2005977343
505	0.200447743
506	0.2002927755
507	0.2002763117
508	0.200180836
509	0.2000759068
510	0.1999879483
511	0.1998753402
512	0.1998096603
513	0.1997553813
514	0.1997000184
515	0.1996429603
516	0.1995847299
517	0.1995459072
518	0.1994697873
519	0.1992621088
520	0.1992030784
521	0.1991954045
522	0.199125802
523	0.1990298618
524	0.1989842539
525	0.1989253293
526	0.1987271038
527	0.1986692252
528	0.1986495643
529	0.198558357
530	0.1985119553
531	0.1983550505
532	0.1983490814
533	0.1983457423
534	0.1982067875
535	0.1981972058
536	0.1981933132
537	0.1980349481
538	0.1979249791
539	0.1978082202
540	0.1977984476
541	0.1976868157
542	0.1976675685
543	0.1976581585
544	0.1976060048
545	0.197533425
546	0.1974807581
547	0.1974356368
548	0.1973397926
549	0.197229642
550	0.1972213742
551	0.1971093165
552	0.1971033732
553	0.1970899436
554	0.1969644084
555	0.1969028073
556	0.1968492689
557	0.196757667
558	0.1966070008
559	0.1965882257
560	0.1964904916
561	0.1963240592
562	0.196243523
563	0.196127916
564	0.1960926253
565	0.1960061562
566	0.1959273981
567	0.1958825105
568	0.195750329
569	0.1956900824
570	0.1956480623
571	0.195644356
572	0.1956001706
573	0.1955979917
574	0.195546494
575	0.1954606443
576	0.1954507223
577	0.1954476885
578	0.1953650942
579	0.195245156
580	0.195153033
581	0.1949944861
582	0.1949873876
583	0.1949226114
584	0.1948788986
585	0.1948204466
586	0.1947453815
587	0.1947384263
588	0.1946927597
589	0.1945954831
590	0.1945354481
591	0.1944904336
592	0.1944581707
593	0.1944210146
594	0.1943427549
595	0.1942857788
596	0.1942262183
597	0.1941297112
598	0.1940722461
599	0.1939440311
600	0.1938994903
601	0.1938564217
602	0.1937411421
603	0.1936695001
604	0.1936273559
605	0.193541471
606	0.1935078329
607	0.193452768
608	0.1932932818
609	0.1932410888
610	0.1932240315
611	0.1931152858
612	0.1930405601
613	0.1929764982
614	0.1929292353
615	0.1929257602
616	0.1928518753
617	0.1927643847
618	0.1927493214
619	0.1926903547
620	0.1926538334
621	0.1926087241
622	0.19254143
623	0.1924877489
624	0.1924173372
625	0.1922994888
626	0.1921950121
627	0.192096223
628	0.1920921797
629	0.1920820139
630	0.1919286988
631	0.1917889046
632	0.1917588831
633	0.1917315453
634	0.1916394133
635	0.1915662383
636	0.1915190138
637	0.1914744418
638	0.1913369303
639	0.1912087752
640	0.1911557368
641	0.1910895713
642	0.1910111843
643	0.1908907288
644	0.1908323118
645	0.1908285981
646	0.1906807861
647	0.1906672034
648	0.1905651536
649	0.1905455083
650	0.1905251426
651	0.1903791892
652	0.1902644674
653	0.1902577769
654	0.190207611
655	0.1901089479
656	0.19006147
657	0.1900518191
658	0.1900434803
659	0.1899931596
660	0.189983691
661	0.1898959942
662	0.189879585
663	0.1897291683
664	0.1896179385
665	0.189578779
666	0.1895564064
667	0.1894830351
668	0.1893533449
669	0.189293029
670	0.189274169
671	0.1892069841
672	0.189114838
673	0.1890665329
674	0.189043626
675	0.1890408737
676	0.1890366335
677	0.1889968182
678	0.1889928797
679	0.1888319735
680	0.188771115
681	0.1886742646
682	0.1886319267
683	0.188588611
684	0.1884882147
685	0.1884269127
686	0.1883886131
687	0.1883019086
688	0.1882784727
689	0.1882122281
690	0.1881602929
691	0.1881550773
692	0.1880014332
693	0.1879785174
694	0.1879034934
695	0.1878828375
696	0.1878774656
697	0.1877583595
698	0.1876902064
699	0.187664798
700	0.1876331061
701	0.1875887015
702	0.187551654
703	0.1873514867
704	0.1873095406
705	0.1871985627
706	0.1871173947
707	0.1871120101
708	0.1870908881
709	0.1869672817
710	0.1868992663
711	0.1868579449
712	0.1867860204
713	0.1867689465
714	0.1867217798
715	0.1867049137
716	0.1866927453
717	0.1866016155
718	0.1865960242
719	0.1864773049
720	0.1864675354
721	0.1863472931
722	0.1863310523
723	0.1862507381
724	0.1861840223
725	0.1861458875
726	0.186027503
727	0.1859720302
728	0.185891395
729	0.1858737678
730	0.1858215828
731	0.1857862178
732	0.1857617554
733	0.1856755674
734	0.1856429495
735	0.1856239006
736	0.185518265
737	0.1853914919
738	0.1853851739
739	0.1853011509
740	0.1852431198
741	0.1852263456
742	0.1851785234
743	0.1851068679
744	0.1850530417
745	0.1849530978
746	0.1848629378
747	0.1848231999
748	0.1847998042
749	0.1847651249
750	0.1847030602
751	0.1846016397
752	0.184580401
753	0.1845043177
754	0.1844514816
755	0.1844292016
756	0.1844048938
757	0.1843335797
758	0.1843290379
759	0.1842876352
760	0.1842497786
761	0.1840976402
762	0.1839111279
763	0.1839006913
764	0.183869472
765	0.1837467982
766	0.1837212628
767	0.18361245
768	0.183539776
769	0.183465492
770	0.1834423541
771	0.1833804056
772	0.1833397443
773	0.183302012
774	0.1832101991
775	0.1831760381
776	0.183077357
777	0.1830589708
778	0.1830277047
779	0.1829900774
780	0.1829665098
781	0.1829608404
782	0.182916115
783	0.1828879586
784	0.1827732586
785	0.1827324274
786	0.1826359089
787	0.1825959716
788	0.1825247826
789	0.1824348093
790	0.1823742816
791	0.1823475444
792	0.1823213928
793	0.1823074242
794	0.1821997322
795	0.1821629778
796	0.1821325603
797	0.1821022491
798	0.1820718013
799	0.1819125466
800	0.181843596
801	0.1817699935
802	0.1817564381
803	0.1817183732
804	0.1817131315
805	0.1816980756
806	0.1816411758
807	0.181602707
808	0.1815398536
809	0.1814929638
810	0.1813275552
811	0.1813073362
812	0.1812564245
813	0.181246181
814	0.1811772939
815	0.1811383389
816	0.1811242127
817	0.1810678504
818	0.18101224
819	0.1809043665
820	0.1808023978
821	0.1807878589
822	0.1807715263
823	0.1806782248
824	0.1806755384
825	0.1806560654
826	0.180618046
827	0.180551366
828	0.1805299703
829	0.1805068437
830	0.180475628
831	0.1804630179
832	0.1804587418
833	0.1804520218
834	0.1803515713
835	0.1802097677
836	0.1801585453
837	0.1801114397
838	0.1801043167
839	0.1800341079
840	0.179937662
841	0.1798975473
842	0.1798858214
843	0.1798784564
844	0.1798287738
845	0.1797530429
846	0.1796433258
847	0.1796375059
848	0.1796333595
849	0.1794590761
850	0.17937518
851	0.1792850678
852	0.1792770168
853	0.1792489938
854	0.1792438613
855	0.1792360147
856	0.1791188809
857	0.179095586
858	0.1790706267
859	0.1790168357
860	0.1788840409
861	0.1787803773
862	0.1787564732
863	0.1787523987
864	0.1787205882
865	0.1785796559
866	0.1785545702
867	0.1784691516
868	0.1783885843
869	0.1783615171
870	0.1782250738
871	0.1781429638
872	0.1781370518
873	0.1781238056
874	0.1780579074
875	0.1780052736
876	0.1779573337
877	0.1779438032
878	0.1779149237
879	0.1777823604
880	0.1776819531
881	0.1776726779
882	0.1776657606
883	0.1775707462
884	0.1774931914
885	0.1774290024
886	0.1773774006
887	0.1773401046
888	0.1772638047
889	0.1772228809
890	0.1771912998
891	0.1771561205
892	0.1771434537
893	0.1770386435
894	0.1770047758
895	0.1769126831
896	0.1769080651
897	0.1768734404
898	0.1768633319
899	0.1767851733
900	0.1766861238
901	0.1766850381
902	0.1766569976
903	0.176500545
904	0.1764915132
905	0.1764080161
906	0.1764053483
907	0.1763767086
908	0.17632195
909	0.1762734626
910	0.1761912931
911	0.1761350143
912	0.1761070521
913	0.1760885018
914	0.1759989599
915	0.175935197
916	0.1758361235
917	0.1757285537
918	0.1756995432
919	0.1755692467
920	0.1755467431
921	0.1754920175
922	0.1753469587
923	0.1753261474
924	0.1752559036
925	0.1751349655
926	0.1751112764
927	0.1750813352
928	0.1749905943
929	0.1749848904
930	0.17491126
931	0.1748645605
932	0.1748557127
933	0.1747865221
934	0.1747317147
935	0.1746619766
936	0.1745557835
937	0.1744586666
938	0.1744550089
939	0.1744041349
940	0.174359599
941	0.1742830618
942	0.174216611
943	0.1741489216
944	0.1740247018
945	0.1739972517
946	0.1739096347
947	0.1738732299
948	0.173811304
949	0.1736273814
950	0.173538136
951	0.1735284119
952	0.1734599223
953	0.1734567166
954	0.1734550146
955	0.1734413663
956	0.173397364
957	0.1733809967
958	0.173318088
959	0.1732475848
960	0.1731932665
961	0.173145289
962	0.1731360551
963	0.1730849813
964	0.1729805
965	0.1728536563
966	0.1727040848
967	0.1726534392
968	0.1725825464
969	0.1724401315
970	0.1723720009
971	0.1723120217
972	0.1722897863
973	0.1721827625
974	0.1721489061
975	0.172092287
976	0.1719863804
977	0.1719830279
978	0.1718933957
979	0.1718904429
980	0.1718361541
981	0.1716969467
982	0.1716395752
983	0.1715926123
984	0.1715306514
985	0.1714799805
986	0.1714415839
987	0.1713255774
988	0.171315026
989	0.1712447578
990	0.1711764778
991	0.1711181665
992	0.1710614368
993	0.1709790327
994	0.1708770006
995	0.1708146623
996	0.1707694191
997	0.170763083
998	0.170760669
999	0.1706927558
